2000 4 4 0.0121790450 0.0001669391
4000 4 4 0.0122009580 0.0001737199
6000 4 4 0.0128609740 0.0001797028
8000 4 4 0.0126401960 0.0001766825
10000 4 4 0.0124078440 0.0001932798
2000 2 2 0.0114579080 0.0001375573
4000 2 2 0.0125234830 0.0001448820
6000 2 2 0.0118630400 0.0001426137
8000 2 2 0.0125541300 0.0001438829
10000 2 2 0.0111635300 0.0001532469
