2000 4 4 0.0075008750 0.0001390990
4000 4 4 0.0076198460 0.0001475248
6000 4 4 0.0074486510 0.0001249844
8000 4 4 0.0073588590 0.0001714367
10000 4 4 0.0076558050 0.0001301919
2000 2 2 0.0042050940 0.0000984851
4000 2 2 0.0048709830 0.0000961132
6000 2 2 0.0049571000 0.0001168278
8000 2 2 0.0042231690 0.0000953049
10000 2 2 0.0042490740 0.0001464865
